SMILES,LOGS
CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,-0.04
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,-7.44
CC(=O)N[C@@H](CCCN)C(O)=O,-0.66
CC(C)=CC\C=C(/C)C=C,-2.91
CNC1=NC=NC2=C1NC=N2,-2.2
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,-7.41
CC(CCC(O)=O)C(O)=O,-0.56
OC(CC(O)=O)CC(O)=O,0.06
[H]OC1=C([H])C2=C3C(OC(=O)C4=C([H])C(O[H])=C(O[H])C(OC2=O)=C34)=C1O[H],-2.57
CN1C=CC(=O)N(C)C1=O,0.28
C\C(=C\C(O)=O)C(O)=O,-0.91
CN(C)C1=NC=NC2=C1NC=N2,-1.73
CCCCCCCCCCCCCCC(O)=O,-5.86
[H][C@@]12CCC(C(C)=O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,-3.97
CC(C)O,0.8
[H]OC(=O)C([H])([H])N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.39
C/C(/C=C/C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O,-4.83
CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,-2.33
O=C1NC2=C(N1)C(=O)NC(=O)N2,-1.98
CC1=C(O)C(C)=C2OC=C(C(=O)C2=C1O)C1=CC=C(O)C=C1,-3.84
COC1=CC(=CC(OC)=C1O)C(=O)OC(CC1=CC=C(O)C=C1)C(O)C1=CC=C(O)C=C1OC,-4.72
COC1=CC(=CC(OC)=C1O)C(=O)OC(CC1=CC=C(O)C(CC=C(C)C)=C1)C(O)C1=CC=C(O)C=C1OC,-5.22
CC1=C(O)C(C=O)=C2OCC(CC3=CC=C4OCOC4=C3)C(=O)C2=C1O,-3.71
COC1=C(C)C(O)=C(C=O)C2=C1C(=O)C(CC1=CC=C3OCOC3=C1)CO2,-4.03
COC1=CC=C(CC2COC3=C(OC)C(O)=C(C)C(O)=C3C2=O)C(O)=C1,-3.84
COC1=CC=C(CC2COC3=C(OC)C(O)=C(C)C(OC)=C3C2=O)C(O)=C1,-4.01
CC1=C(O)C(C=O)=C2OC=C(CC3=CC=C4OCOC4=C3)C(=O)C2=C1O,-3.99
CC,0.38
O=C1C2=NC3=CC=CC=C3C(=O)N2C2=CC=CC=C12,-3.48
CCC(C)C(=O)C1=C2OC(=CC2=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1O)C(C)(C)O,-4.3
CC(C)C(=O)C1=C2OC(=CC2=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1O)C(C)(C)O,-4.2
CCC(C)C(=O)C1=C2OC(=CC2=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1O)C(C)(C)OC,-4.57
CCC(C)C(=O)C1=C(O)C2=C(OC(=O)C=C2C(CC)OC(C)=O)C2=C1OC(C2)C(C)(C)O,-4.26
CC(C)C(=O)C1=C(O)C2=C(OC(C2)C(C)(C)O)C2=C1OC(=O)C=C2C1=CC=CC=C1,-4.63
[H]O[C@]12C(=O)C(=C([H])C3=C1C(=C(C([H])=C3[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C(=C([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-4.85
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1=C(C([H])=C([H])C2=C1C(=O)C(=O)C(=C2[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-4.93
[H]OC1=C(OC([H])([H])[H])C([H])=C([H])C2=C1OC(=O)C(=C2[H])C([H])([H])C(\[H])=C(\C(=O)OC([H])([H])[H])C([H])([H])[H],-3.8
[H]OC1=C(OC([H])([H])[H])C2=C(C([H])=C1[H])C([H])=C(C(=O)O2)C([H])([H])C(\[H])=C(\C(=O)OC([H])([H])[H])C([H])([H])[H],-3.81
[H]OC1=C([H])C2=C(C([H])=C1[H])C([H])=C(C(=O)O2)C([H])([H])C(\[H])=C(\C(=O)OC([H])([H])[H])C([H])([H])[H],-3.63
[H]OC1=C(OC([H])([H])[H])C([H])=C([H])C2=C1OC(=O)C(=C2[H])C([H])(O[H])C(\[H])=C(\C(=O)OC([H])([H])[H])C([H])([H])[H],-3.35
[H]OC1=C(OC([H])([H])[H])C2=C(C([H])=C1[H])C([H])=C(C(=O)O2)C([H])(O[H])C(\[H])=C(\C(=O)OC([H])([H])[H])C([H])([H])[H],-3.44
[H]OC1=C(O[H])C2=C(C([H])=C1[H])C([H])=C(C(=O)O2)C([H])(O[H])C(\[H])=C(\C(=O)OC([H])([H])[H])C([H])([H])[H],-3.02
[H]OC1=C(OC([H])([H])[H])C([H])=C([H])C2=C1OC(=O)C(\C([H])=C(/[H])C(O[H])(C(=O)OC([H])([H])[H])C([H])([H])[H])=C2[H],-3.48
[H]OC1=C(OC([H])([H])[H])C2=C(C([H])=C1[H])C([H])=C(\C([H])=C(/[H])C(O[H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C(=O)O2,-3.51
C1CCC(CC1)C1=CC=CC=C1,-5.2
COC1=C(O)C=C(C(O)=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,-3.39
COC1=CC=C(C(OC)=C1O)C1=COC2=CC(O)=CC(O)=C2C1=O,-3.69
COC1=CC2=C(OCO2)C=C1C1=COC2=CC(O)=CC(O)=C2C1=O,-3.39
COC1=CC=C(C(OC)=C1O)C1=COC2=CC(O)=CC=C2C1=O,-3.87
[H]O[C@]1([H])C([H])([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]4([H])C(=C([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@]12[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])[C@]4([H])O[H],-5.08
[H]OC1=C([H])C(OC([H])([H])[H])=C(O[C@]2([H])O[C@]([H])(C([H])([H])O[C@]3([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C([H])=C1[H],-1.31
[H]OC1=C(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C([H])=C(C([H])=C1[H])[C@@]1([H])OC([H])([H])[C@]2(O[H])[C@]([H])(OC([H])([H])[C@]12O[H])C1=C([H])C2=C(OC([H])([H])O2)C([H])=C1[H],-2.16
[H]OC(=O)C1=C([H])O[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@@]2([H])[C@]1([H])C([H])([H])[C@]([H])(OC(=O)C(\[H])=C(/[H])C1=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C1[H])[C@@]2([H])C([H])([H])[H],-2.84
[H]OC1=C(O[H])C([H])=C(\C([H])=C(/[H])C(=O)OC([H])([H])[C@@]2([H])O[C@@]([H])(OC3=C(OC([H])([H])[H])C([H])=C(\C([H])=C(/[H])C([H])([H])O[H])C([H])=C3[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]2([H])O[H])C([H])=C1[H],-3.26
[H]O[C@@]1([H])\C([H])=C([H])/C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])[C@]1([H])O[H],-1.02
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])[C@]([H])(O[H])C#C[C@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-3.9
CCCCCCC[C@@H]1OC(=O)CC[C@@H](OC(=O)CCC(O)=O)\C=C\[C@@H](O)[C@H]1O,-3.01
[H]OC1=C2C(=O)OC3=C(O[C@@]4(OC5=C([H])C([H])=C([H])C(=C5C4=O)C([H])([H])[H])C([H])([H])[H])C(OC([H])([H])[H])=C([H])C(=C3C2=C([H])C(OC([H])([H])[H])=C1[H])C([H])([H])[H],-5.03
COC1=CC=C([C@@H]2COC3=CC(O)=CC=C3[C@@H]2O)C(O)=C1,-3.22
[H]OC1=C([H])C2=C(C(=O)C3=C(O[H])C([H])=C(C([H])=C3O2)C([H])([H])O[H])C(C(=O)OC([H])([H])[H])=C1O[H],-3.09
[H]OC1=C([H])C(=C([H])C2=C1[C@]([H])(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H],-5.27
[H]OC1=C([H])C(=C([H])C2=C1[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],-4.85
[H]OC(=O)C1=C([H])C2=C(C(O[H])=C1[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],-4.61
[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,-2.23
OC1=CC(O)=C2C(=O)C3=C(OC2=C1)C1=CC=C(O)C(O)=C1CO3,-3.13
OCC1=C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C(O)=C1,-3.26
[H]OC(=O)C1=C([H])C(=O)C(OC([H])([H])[H])=C(O[H])C(OC([H])([H])[H])=C1[H],-2.37
CC(C)=CCOCC1=C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C(O)=C1,-4.31
[H]OC1=C([H])C(O[H])=C2C(=O)C(=C(OC2=C1[H])C1=C([H])C(O[H])=C(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C([H])=C1[H])C([H])([H])O[H],-2.64
[H]OC1=C2C(=C([H])C([H])=C1[H])C([H])([H])[C@@]1([H])O[C@@]([H])(C([H])([H])[C@@]([H])(O[H])C1([H])[H])C([H])([H])[C@]([H])(OC2=O)C([H])([H])C(\[H])=C(/[H])N([H])C(=O)C(\[H])=C(\[H])/C(/[H])=C(/[H])C([H])([H])C([H])([H])[H],-4.24
[H]OC(=O)[C@@]12C(=C([H])[C@@]3([H])C([H])([H])[C@]1(C([H])=O)[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]23C([H])([H])O[C@@]12O[C@]3([H])O[C@@]([H])([C@]([H])(OC(=O)C([H])([H])[H])[C@]3([H])O1)[C@]2([H])O[H])C([H])(C([H])([H])[H])C([H])([H])[H],-3.49
[H]OC1=C2C(OC([H])([H])[H])=C([H])C3=C(OC(=O)C4=C([H])C(C([H])=C([H])[H])=C([H])C(OC([H])([H])[H])=C34)C2=C(C([H])=C1[H])[C@@]1([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@]([H])(N(C(=O)C([H])([H])[H])C([H])([H])[H])[C@]1([H])O[H],-3.67
[H]OC1=C2C(OC([H])([H])[H])=C([H])C3=C(OC(=O)C4=C([H])C(C([H])=C([H])[H])=C([H])C(OC([H])([H])[H])=C34)C2=C(C([H])=C1[H])[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]1([H])O[H],-4.18
[H]OC([H])([H])[C@]1([H])OC(=O)N([H])[C@]1([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],-1.84
[H]O[C@@]([H])(C(\[H])=C(\[H])/C(/[H])=C(\[H])C([H])([H])[H])[C@]1([H])OC(=O)C([H])([H])C1([H])[H],-1.32
[H]O[C@]([H])(C(\[H])=C(\[H])/C(/[H])=C(\[H])C([H])([H])[H])[C@]1([H])OC(=O)C([H])([H])C1([H])[H],-1.32
[H]O[C@]12C3=C(N([H])[C@@]1([H])N1C(=O)\C4=C([H])\C5=C(N([H])C6=C([H])C([H])=C([H])C([H])=C56)C(\C([H])=C([H])/N4C(=O)[C@@]1([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=C([H])C([H])=C3[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],-4.52
[H]O[C@]12C3=C([H])C([H])=C([H])C([H])=C3N([H])[C@@]1([H])N1C(=O)\C3=C([H])\C4=C(N([H])C5=C([H])C([H])=C([H])C([H])=C45)C(\C([H])=C([H])/N3C(=O)[C@@]1([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H],-3.57
[H]O[C@@]1([H])\C(=C([H])/[C@@]2([H])[C@@]([H])(OC(=O)C3=C([H])C([H])=C([H])C([H])=C3[H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]2(OC(=O)C([H])([H])[H])C(=O)\C(=C([H])/[C@]([H])(O[H])C(C(=O)C1([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-4.93
